code UIC complet;libellé point d'arrêt;libellé;libellé STIF (info voyageurs);libellé SMS gare;nom gare;adresse;code INSEE commune;commune;X;Y;Guichet adapté PMR;Boucle magnétique;Portes automatiques d'accès au BV;Bandes d'éveil de vigilance ;CAB Passage Elargi Contrôlé (nombre);Nombre d'ascenceurs (1);Escaliers mécaniques (Nbre);Abris à vélos (Nombre) ;Gare non SNCF
87545269;ABLON;ABLON;GARE D'ABLON;Ablon;Ablon;Place de la Libération 94480   Ablon-sur-Seine ;94001; Ablon-sur-Seine;606090;2414099;0;1;0;0;Pas de CAB;0;;1;0
87386052;ACHERES GRAND CORMIER;ACHERES GRAND CORMIER;GARE D'ACHERES GRAND CORMIER;Achères Gd C;Achères-Grand-Cormier;RN184 / RUE DE LA CITE CROIX SAINT SIMON;78551; Saint-Germain-en-Laye;582084;2439693;0;0;0;1;Pas de CAB;0;;1;0
87381657;ACHERES VILLE;ACHERES VILLE;GARE D'ACHERES VILLE;Achères-V.;Achères-Ville;Rue du Moulin (depuis N186);78005; Achères;581018;2441356;1;1;1;1;2;2;1;0;0
87271460;AEROPORT CHARLES DE GAULLE  1 - Roissy;AEROPORT CHARLES DE GAULLE  1;AEROPORT CDG 1;Roissy CDG 1;Aéroport Charles de Gaulle 1;4 Rue du Versau, 93290 Tremblay en France;93073; Tremblay-en-France;616412;2445760;1;1;1;1;2;2;6;0;0
87001479;AEROPORT CHARLES DE GAULLE 2 TGV - Roissy;AEROPORT CHARLES DE GAULLE 2 TGV;AEROPORT CDG 2 TGV;Roissy CDG 2;;;93073; Tremblay-en-France;617208;2445134;1;1;0;1;2;1;;0;0
87070902;AEROPORT D'ORLY OUEST;AEROPORT D'ORLY OUEST;AEROPORT ORLY ORLYRAIL;;;;91479; Orly;602310;2414394;;;;;;;;;0
87113878;ALLEE DE LA TOUR RENDEZ-VOUS (T4);ALLEE DE LA TOUR RENDEZ-VOUS;ALLEE DE LA TOUR RENDEZ VOUS;;Allée de la Tour-Rendez-Vous;Boulevard d'Aulnay 93250 Villemomble;93077; Villemomble;612434;2433184;0;0;0;1;Pas de CAB;0;;0;0
87381491;ANDRESY;ANDRESY;GARE D'ANDRESY;Andrésy;Andrésy;Place de la Gare 78570 Andrésy;78015; Andrésy;578955;2441881;0;1;0;0;Pas de CAB;0;;1;0
87543090;ANGERVILLE;ANGERVILLE;GARE D'ANGERVILLE;;;;91016; Angerville;575307;2368091;0;1;0;0;Pas de CAB;0;;0;0
87758755;ANTONY;ANTONY;GARE D'ANTONY;;;;92002; Antony;597386;2417354;;;;;;;;;1
87758672;ARCUEIL CACHAN;ARCUEIL CACHAN;GARE D'ARCUEIL CACHAN;;;;94016; Cachan;599368;2422207;;;;;;;;;1
87381848;ARGENTEUIL;ARGENTEUIL;GARE D'ARGENTEUIL;Argenteuil;Argenteuil;Place Pierre Sémard 95100 Argenteuil;95018; Argenteuil;594186;2438758;1;1;1;1;3;4;0;1;0
87545467;ARPAJON;ARPAJON;GARE D'ARPAJON;Arpajon;Arpajon;Rue Aristide Briand 91290   Arpajon ;91021; Arpajon;592945;2398615;0;1;0;0;Pas de CAB;0;;1;0
87381137;ASNIERES SUR SEINE;ASNIERES SUR SEINE;GARE D'ASNIERES;Asnières;Asnières-sur-Seine;Rue de la Station 92600 Asnières sur Seine;92004; Asnières-sur-Seine;596099;2434169;1;1;1;0;Pas de CAB;5;3;0;0
87545251;ATHIS MONS;ATHIS MONS;GARE D'ATHIS MONS;Athis Mons;Athis-Mons;Place de Rothenbourg ob der Tauber 91200   Athis-Mons ;91027; Athis-Mons;604906;2412698;0;1;0;0;Pas de CAB;0;;1;0
87758599;AUBER;AUBER;AUBER;;;;75109; Paris;599554;2430388;;;;;;;;;1
87386730;AUBERGENVILLE ELISABETHVILLE;AUBERGENVILLE ELISABETHVILLE;GARE D'AUBERGENVILLE ELISABETHVILLE;Aubergenvill;Aubergenville-Elisabethville;Rue de la Gare 78410 Aubergenville;78029; Aubergenville;564248;2441642;0;1;0;0;1;0;;0;0
87271411;AULNAY SOUS BOIS;AULNAY SOUS BOIS;GARE D'AULNAY SOUS BOIS;Aulnay;Aulnay-sous-Bois;4 Bld du 11 Nov, 93600 Aulnay Sous Bois;93005; Aulnay-sous-Bois;611577;2437084;1;1;0;1;2;0;2;1;0
87276543;AUVERS SUR OISE;AUVERS SUR OISE;GARE D'AUVERS SUR OISE;Auvers / O.;Auvers-sur-Oise;Rue du Général De Gaulle, 95430 Auvers S/Oise;95039; Auvers-sur-Oise;588213;2452522;1;1;0;0;Pas de CAB;0;;1;0
87543207;AVENUE DU PRESIDENT KENNEDY - Maison de Radio France;AVENUE DU PRESIDENT KENNEDY - Maison de Radio France;AVENUE DU PRESIDENT KENNEDY;Av. Kennedy;Avenue du Président Kennedy;6, Rue du Ranelagh 75016   Paris ;75116; Paris;595874;2428306;0;1;0;1;;2;2;0;0
87381038;AVENUE FOCH;AVENUE FOCH;AVENUE FOCH;Avenue Foch;Avenue Foch;91 Boulevard Flandrin  75016   Paris ;75116; Paris;595582;2430392;0;1;0;1;;1;1;0;0
87381046;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;AVENUE HENRI MARTIN;H. Martin;Lycée Henri Sellier;Boulevard Edouard Vaillant 93190 Livry-Gargan;75116; Paris;595294;2429546;0;1;0;1;1;2;2;0;0
87684191;BAGNEAUX SUR LOING;BAGNEAUX SUR LOING;GARE DE BAGNEAUX SUR LOING;;Bagneaux-sur-Loing;Place de la gare 77167 Bagneaux-sur-Loing;77016; Bagneaux-sur-Loing;627251;2359136;0;0;0;1;Pas de CAB;0;;0;0
87758680;BAGNEUX;BAGNEUX;GARE DE BAGNEUX;;;;94016; Cachan;598861;2421643;;;;;;;;;1
87681437;BALLANCOURT;BALLANCOURT;GARE DE BALLANCOURT;Ballancourt;Ballancourt;Avenue du Général Leclerc 91610;91045; Ballancourt-sur-Essonne;602569;2392632; ;0;0;0;Pas de CAB;0;;1;0
87382002;BECON LESBRUYERES;BECON LES BRUYERES;GARE DE BECON LES BRUYERES;Bécon-Les-B.;Bécon les Bruyères;Rue Madira - 92400 Courbevoie;92026; Courbevoie;595017;2434148;0;1;0;0;Pas de CAB;0;2;2;0
87393116;BELLEVUE;BELLEVUE;GARE DE BELLEVUE;Bellevue;;;92048; Meudon;592147;2424535;0;1;0;0;Pas de CAB;0;;1;0
87276550;BELLOY SAINT-MARTIN;BELLOY SAINT-MARTIN;GARE DE BELLOY ST MARTIN;Belloy St M.;Belloy-Saint-Martin;Place de la gare 95270 Belloy-en-France;95056; Belloy-en-France;601766;2455509; ;0;0;0;Pas de CAB;0;;0;0
87276642;BESSANCOURT;BESSANCOURT;GARE DE BESSANCOURT;Bessancourt;Bessancourt;Avenue Dupressoir de la Chardonnière 95550 Bessancourt;95060; Bessancourt;590746;2448636;1;1;0;0;Pas de CAB;0;;1;0
87393363;BEYNES;BEYNES;GARE DE BEYNES;Beynes;Beynes;16 Avenue de la Gare 78650 Beynes;78062; Beynes;566180;2429101;0;0;0;0;Pas de CAB;0;;0;0
87328328;BIBLIOTHEQUE FRANCOIS MITTERRAND;Bibliothèque François Mitterrand;BIBLIOTHEQUE F. MITTERRAND;Bibl. F. Mit;;;75113; Paris;602850;2425718;1;1;0;1;3;3;9;0;0
87393546;BIEVRES;BIEVRES;GARE DE BIEVRES;Bièvres;Bièvres;Place de la Gare 91570   Bièvres ;91064; Bièvres;591104;2416982;0;1;0;0;Pas de CAB;0;;0;0
87684407;BOIGNEVILLE;BOIGNEVILLE;GARE DE BOIGNEVILLE;Boigneville;Boigneville;Place de la Gare 91720 Boigneville;91069; Boigneville;603146;2371489;0;0;0;0;Pas de CAB;0;;0;0
87381079;BOIS COLOMBES;BOIS COLOMBES;GARE DE BOIS COLOMBES;B. Colombes;Bois-Colombes;1 Place Gabriel Péri 92270 Bois Colombes;92009; Bois-Colombes;595304;2435033;1;1;1;1;1;2;4;0;0
87682203;BOIS LE ROI;BOIS LE ROI;GARE DE BOIS LE ROI;;Bois-le-Roi;Rue de la gare 77590 Bois-le-Roi;77037; Bois-le-Roi;626292;2386365;0;1;0;0;Pas de CAB;0;;1;0
87682518;BOISSISE LE ROI;BOISSISE LE ROI;GARE DE BOISSISE LE ROI;Boissise;Boissise-le-Roi;Rue de Ponthierry 77310;77040; Boissise-le-Roi;617472;2392350;0;0;0;0;Pas de CAB;0;;0;0
87381152;BOISSY L'AILLERIE;BOISSY L'AILLERIE;GARE DE BOISSY L AILLERIE;Boissy l'A.;Boissy-l'Aillerie;Rue de la Gare 95650 Boissy l'Aillerie;95078; Boissy-l'Aillerie;577252;2453130;0;0;0;0;Pas de CAB;0;;0;0
87758201;BOISSY SAINT-LEGER;BOISSY SAINT-LEGER;GARE DE BOISSY ST LEGER;;;;94004; Boissy-Saint-Léger;612421;2417187;;;;;;;;;1
87113407;BONDY;BONDY;GARE DE BONDY;Bondy;Bondy;1 place de la République 93140 BONDY;93010; Bondy;610435;2432909;0;1;1;1;2;4;;1;0
87545731;BONNEVAL;BONNEVAL;GARE DE BONNEVAL;;;;28051; Bonneval;529321;2354559;;;;;;;;;0
87415893;BONNIERES;BONNIERES;GARE DE BONNIERES;;Bonnières;Place du 8 Mai 1945 78270 Bonnières sur seine;78089; Bonnières-sur-Seine;544763;2449214;0;1;0;0;Pas de CAB;0;;0;0
87276444;BORAN SUR OISE;BORAN SUR OISE;GARE DE BORAN SUR OISE;;;;60086; Boran-sur-Oise;601899;2463271;;;;;;;;;0
87276485;BOUFFEMONT MOISSELLES;BOUFFEMONT MOISSELLES;GARE DE BOUFFEMONT MOISSELLES;Bonneval;Bouffémont-Moisselles;PLACE DE LA GARE 95570 BOUFFEMONT;95091; Bouffémont;598997;2449675;1;1;1;1;Pas de CAB;0;;1;0
87382440;BOUGIVAL;BOUGIVAL;GARE DE BOUGIVAL;Bougival;Bougival;Place Maréchal Leclerc 78170 La Celle-Saint-Cloud;78126; La Celle-Saint-Cloud;585002;2428451;0;0;0;0;Pas de CAB;0;;1;0
87543181;BOULAINVILLIERS;BOULAINVILLIERS;BOULAINVILLIERS;Boulainvill.;Boulainvilliers;52, Rue des Vignes 75016   Paris ;75116; Paris;595474;2428756;0;1;0;1;Pas de CAB;2;2;0;0
87545178;BOURAY;BOURAY;GARE DE BOURAY;Bouray;Bouray;Paté de Lardy 91850  Lardy ;91330; Lardy;596584;2392719;0;1;0;0;Pas de CAB;0;;1;0
87758698;BOURG LA REINE;BOURG LA REINE;GARE DE BOURG LA REINE;;;;92014; Bourg-la-Reine;598276;2420187;;;;;;;;;1
87684118;BOURRON MARLOTTE GREZ;BOURRON MARLOTTE GREZ;GARE DE BOURRON MARLOTTE GREZ;;Bourron-Marlotte-Grez;Avenue Blaise de Montesquiou 77780 Bourron-Marlotte;77048; Bourron-Marlotte;626381;2370480;0;0;0;1;Pas de CAB;0;;0;0
87682138;BOUSSY SAINT-ANTOINE;BOUSSY SAINT-ANTOINE;GARE DE BOUSSY ST ANTOINE;Boussy St A.;Boussy-Saint-Antoine;Rue de la Gare 91800;91097; Boussy-Saint-Antoine;614473;2409174;1;1;1;1;1;0;;1;0
87681478;BOUTIGNY;BOUTIGNY;GARE DE BOUTIGNY;Boutigny;Boutigny;Place de la Gare 91820 Boutigny Sur Essonne;91099; Boutigny-sur-Essonne;602966;2381781;0;1;0;0;Pas de CAB;0;;1;0
87545194;BRETIGNY;BRETIGNY;GARE DE BRETIGNY;Brétigny;Brétigny;Place Pierre Venin 91220  Brétigny-sur-Org;91103; Brétigny-sur-Orge;597477;2400892;1;1;1;0;1;0;;0;0
87545491;BREUILLET VILLAGE;BREUILLET VILLAGE;GARE DE BREUILLET VILLAGE;Breuillet v.;Breuillet-Village;Rue de la Gare 91650   Breuillet;91105; Breuillet;587814;2396256;0;1;0;0;Pas de CAB;0;;1;0
87545483;BREUILLETBRUYERES LE CHATEL;BREUILLETBRUYERES LE CHATEL;GARE DE BREUILLET BRUYERES LE CHATEL;Breuillet b.;Breuillet-Bruyères-le-Châtel;Route d'Arpajon 91650   Breuillet ;91105; Breuillet;589318;2397612;0;1;0;0;Pas de CAB;0;;1;0
87381624;BREVAL;BREVAL;GARE DE BREVAL;;Bréval;Avenue Noël Duchesne 78980 Bréval;78107; Bréval;541716;2438619;0;1;0;0;Pas de CAB;0;;0;0
87682120;BRUNOY;BRUNOY;GARE DE BRUNOY;Brunoy;Brunoy;Rue de la Gare 91800 Evry;91114; Brunoy;612524;2411180;1;1;0;1;1;0;;1;0
87276451;BRUYERES SUR OISE;BRUYERES SUR OISE;GARE DE BRUYERES SUR OISE;Bruyères/O;Bruyères-sur-Oise;Rue de la gare 95820 Bruyères-sur-Oise;95116; Bruyères-sur-Oise;599219;2461914;0;0;0;0;Pas de CAB;0;;0;0
87758326;BRY SUR MARNE;BRY SUR MARNE;GARE DE BRY SUR MARNE;;;;94015; Bry-sur-Marne;613938;2427345;;;;;;;;;1
87387092;BUEIL;BUEIL;GARE DE BUEIL;;;;27119; Bueil;534543;2436689;;;;;;;;;0
87681510;BUNO GIRONVILLE;BUNO GIRONVILLE;GARE DE BUNO GIRONVILLE;Buno Gironv.;Buno-Gironville; Rue de la gare/ Rue de Gironville 91720;91121; Buno-Bonnevaux;603721;2374685;0;0;0;0;Pas de CAB;0;;0;0
87758854;BURES SUR YVETTE;BURES SUR YVETTE;GARE DE BURES SUR YVETTE;;;;91122; Bures-sur-Yvette;587226;2410820;;;;;;;;;1
87754986;BUSSY SAINT-GEORGES;BUSSY SAINT-GEORGES;GARE DE BUSSY ST GEORGES;;;;77058; Bussy-Saint-Georges;627416;2426551;;;;;;;;;1
87382655;CERGY LE HAUT;CERGY LE HAUT;GARE DE CERGY LE HAUT;Cergy le H.;Cergy-le-Haut;Rue de l'Espérance;95127; Cergy;576283;2450103;1;1;1;1;1;2;4;1;0
87381905;CERGY PREFECTURE;CERGY PREFECTURE;GARE DE CERGY PREFECTURE;Cergy Préf.;Cergy-Préfecture;Gare routière et Parvis en parallèle au Bld de l'Oise;95127; Cergy;581212;2448747;1;1;1;1;1;1;4;0;0
87382499;CERGY SAINT-CHRISTOPHE;CERGY SAINT-CHRISTOPHE;GARE DE CERGY ST CHRISTOPHE;Cergy St-Ch.;Cergy-Saint-Christophe;Rue des pas perdus;95127; Cergy;577906;2450226;1;1;0;1;1;2;4;1;0
87276063;CERNAY;CERNAY;GARE DE CERNAY;Cernay;Cernay;Rue Gallieni 95120 Ermont;95219; Ermont;594159;2443029;1;1;0;0;2;0;;0;0
87682161;CESSON;CESSON;GARE DE CESSON;Cesson;Cesson;Rue de La Gare, 77240 Cesson;77067; Cesson;618994;2396359;0;1;1;1;Pas de CAB;0;;1;0
87116343;CHAILLY BOISSY LECHATEL;CHAILLY BOISSY LECHATEL;GARE DE CHAILLY BOISSY LE CHATEL;;;;77070; Chailly-en-Brie;659958;2424305;;;;;;;;;0
87545152;CHAMARANDE;CHAMARANDE;GARE DE CHAMARANDE;Chamarande;Chamarande;Place de la Gare 91730   Chamarande ;91132; Chamarande;591137;2390693;0;1;0;0;Pas de CAB;0;;0;0
87393058;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;CHAMP DE MARS TOUR EIFFEL;Ch de Mars T;Champ de Mars - Tour Eiffel bir hakeim;Quai Branly ( pont Bir Hakeim ) 75015   Paris ;75115; Paris;596562;2428620;1;1;0;0;1;0;;0;0
87276030;CHAMP DE COURSES D'ENGHIEN;CHAMP DE COURSES D'ENGHIEN;GARE DE CHAMP DE COURSES D ENGHIEN;C. Courses;Champ de Courses d'Enghien;Chaussée Jules César 95230 Soisy-sous-Montmorency;95598; Soisy-sous-Montmorency;596725;2442406;0;1;0;0;1;0;;0;0
87276519;CHAMPAGNE SUR OISE;CHAMPAGNE SUR OISE;GARE DE CHAMPAGNE SUR OISE;Champagne/O;Champagne-sur-Oise;Rue Louis Pasteur 95660 Champgne-sur-Oise;95134; Champagne-sur-Oise;593086;2459775;1;1;0;0;Pas de CAB;0;;1;0
87682450;CHAMPAGNE SUR SEINE;CHAMPAGNE SUR SEINE;GARE DE CHAMPAGNE SUR SEINE;;Champagne-sur-Seine;Place de l'Europe 77430 Champagne-sur-Seine;77079; Champagne-sur-Seine;634267;2378733;0;1;0;1;Pas de CAB;0;;0;0
87115873;CHAMPBENOIST POIGNY;CHAMPBENOIST POIGNY;GARE DE CHAMPBENOIST POIGNY;Champbenoist;Champbenoist-Poigny;Rue de Champbenoist, 77160 Provins;77368; Poigny;670207;2394493;0;0;0;0;Pas de CAB;0;;0;0
87758177;CHAMPIGNY;CHAMPIGNY;GARE DE CHAMPIGNY;;;;94068; Saint-Maur-des-Fossés;612758;2423185;;;;;;;;;1
87683128;CHAMPIGNY SUR YONNE;CHAMPIGNY SUR YONNE;GARE DE CHAMPIGNY SUR YONNE;;;;89074; Champigny;658919;2369760;;;;;;;;;0
87116509;CHANGIS SAINT-JEAN;CHANGIS SAINT-JEAN;GARE DE CHANGIS ST JEAN;Changis St J;Changis-Saint-Jean;place de la Gare 77660 CHANGIS-SUR-MARNE;77084; Changis-sur-Marne;650494;2440348;0;1;0;1;Pas de CAB;0;;1;0
87381475;CHANTELOUP LES VIGNES;CHANTELOUP LES VIGNES;GARE DE CHANTELOUP LES VIGNES;Chanteloup;Chanteloup-les-Vignes;Avenue Général de Gaulle;78138; Chanteloup-les-Vignes;577377;2441449;1;1;1;0;Pas de CAB;0;;0;0
87276113;CHANTILLY GOUVIEUX;CHANTILLY GOUVIEUX;GARE DE CHANTILLY GOUVIEUX;;;;60141; Chantilly;608978;2465468;;;;;;;;;0
87276162;CHAPONVAL;CHAPONVAL;GARE DE CHAPONVAL;Chaponval;Chaponval;Rue de Chaponval 95430 Auvers-sur-Oise;95039; Auvers-sur-Oise;585788;2452365;0;0;0;0;Pas de CAB;0;;0;0
87758003;CHARLES DE GAULLE ETOILE;CHARLES DE GAULLE ETOILE;CHARLES DE GAULLE ETOILE;;;;75108; Paris;597340;2430815;;;;;;;;;1
87381194;CHARS;CHARS;GARE DE CHARS;;Chars;Place de Verdun 95750 Chars;95142; Chars;570820;2462868;0;1;0;0;Pas de CAB;0;;0;0
87394007;CHARTRES;Chartres;GARE DE CHARTRES;;;;28085; Chartres;536548;2383484;;;;;;;;;0
87682419;CHARTRETTES;CHARTRETTES;GARE DE CHARTRETTES;;Chartrettes;Avenue Galliéni 77770 Chartrettes;77096; Chartrettes;626512;2387650;0;0;0;0;Pas de CAB;0;;1;0
87116582;CHATEAU THIERRY;CHATEAU THIERRY;GARE DE CHATEAU THIERRY;;;;2168; Château-Thierry;678496;2449406;;;;;;;;;0
87545756;CHATEAUDUN;CHATEAUDUN;GARE DE CHATEAUDUN;;;;28088; Châteaudun;525615;2342050;;;;;;;;;0
87758607;CHATELET LES HALLES;Châtelet les Halles;CHATELET LES HALLES;;;;75101; Paris;600801;2428807;;;;;;;;;1
87758060;CHATOU CROISSY;CHATOU CROISSY;GARE DE CHATOU CROISSY;;;;78146; Chatou;586783;2431915;;;;;;;;;1
87116350;CHAUFFRY;CHAUFFRY;GARE DE CHAUFFRY;;;;77436; Saint-Siméon;661598;2423982;;;;;;;;;0
87381228;CHAUMONT EN VEXIN;CHAUMONT EN VEXIN;GARE DE CHAUMONT EN VEXIN;;;;60143; Chaumont-en-Vexin;566143;2473846;;;;;;;;;0
87382333;CHAVILLE RIVE DROITE;CHAVILLE RIVE DROITE;GARE DE CHAVILLE RIVE DROITE;Chaville-RD;Chaville Rive Droite;32 Rue Carnot  92370 Chaville;92022; Chaville;589075;2423759;0;0;0;0;1;2;1;0;0
87393207;CHAVILLE RIVE GAUCHE;CHAVILLE RIVE GAUCHE;GARE DE CHAVILLE RIVE GAUCHE;Chaville RG;Chaville Rive Gauche;29 Rue Anatole France 92370 Chaville;92022; Chaville;589120;2422941;0;1;0;0;Pas de CAB;0;;1;0
87393173;CHAVILLE VELIZY;CHAVILLE VELIZY;GARE DE CHAVILLE VELIZY;Chaville V.;Chaville-Vélizy;1, Place de Verdun 78140   Viroflay ;78686; Viroflay;588788;2422385;0;1;0;;Pas de CAB;0;;1;0
87116111;CHELLES GOURNAY;CHELLES GOURNAY;GARE DE CHELLES GOURNAY;Chelles;Chelles-Gournay;place du grand jardin 77500 Chelles;77108; Chelles;618055;2430698;1;1;1;1;2;5;3;1;0
87546317;CHEMIN D'ANTONY;CHEMIN D'ANTONY;GARE DE CHEMIN D ANTONY;Chemin d'A.;Chemin-d'Antony;Rue Lavoisier 92160   Antony ;92002; Antony;598225;2416624;0;1;0;0;Pas de CAB;0;;0;0
87116574;CHEZY SUR MARNE;CHEZY SUR MARNE;GARE DE CHEZY SUR MARNE;;;;2186; Chézy-sur-Marne;675262;2444237;;;;;;;;;0
87393637;CHILLY MAZARIN;CHILLY MAZARIN;GARE DE CHILLY MAZARIN;Chilly Maz.;Chilly-Mazarin;Rue du Chemin de Fer 91380   Chilly-Mazarin;91161; Chilly-Mazarin;597923;2411360;0;1;0;0;Pas de CAB;0;;1;0
87545285;CHOISY LE ROI;CHOISY LE ROI;GARE DE CHOISY LE ROI;Choisy le R.;Choisy-le-Roi;Avenue du 8 mai 45 94600   Choisy-le-Roi ;94022; Choisy-le-Roi;605477;2418471;1;1;1;0;2;3;3;0;0
87758649;CITE UNIVERSITAIRE;Cité Universitaire;CITE UNIVERSITAIRE;;;;75114; Paris;600296;2424618;;;;;;;;;1
87391565;CLAMART;CLAMART;GARE DE CLAMART;Clamart;Clamart;Place de la Gare 92140 Clamart;92023; Clamart;595337;2423945;1;1;1;0;Pas de CAB;0;1;1;0
87381129;CLICHY LEVALLOIS;CLICHY LEVALLOIS;GARE DE CLICHY LEVALLOIS;Clichy-L.;Clichy-Levallois;5 place du 8 mai 1945 92110 Clichy;92044; Clichy;597203;2433183;1;1;1;0;Pas de CAB;3;;1;0
87393272;COIGNIERES;COIGNIERES;GARE DE COIGNIERES;Coignières;Coignières;Rue de la Gare 78310 Coignières;78168; Coignières;569410;2416213;0;1;0;1;Pas de CAB;0;;1;0
87381087;COLOMBES;COLOMBES;GARE DE COLOMBES;Colombes;Colombes;2-4 Rue St Denis 92700 Colombes;92025; Colombes;594356;2436166;1;1;1;0;1;1;1;0;0
87682146;COMBS LA VILLE QUINCY;COMBS LA VILLE QUINCY;GARE DE COMBS LA VILLE QUINCY;Combs la V.;Combs-la-Ville-Quincy;Avenue de la Gare, 77380 Combs La Ville;77122; Combs-la-Ville;615562;2407644;1;1;1;1;1;0;;1;0
87272047;COMPANS;COMPANS;GARE DE COMPANS;Compans;Compans;Rue saint Lambert 77920 Compans;77123; Compans;624069;2443765;0;0;0;0;Pas de CAB;0;;0;0
87381459;CONFLANS FIN D'OISE;CONFLANS FIN D'OISE;GARE DE CONFLANS FIN D'OISE;Conflans FO;Conflans-fin-d'Oise;Place Geoges Clémenceau;78172; Conflans-Sainte-Honorine;580817;2443481;1;1;1;;3;7;2;2;0
87381897;CONFLANS SAINTE-HONORINE;CONFLANS SAINTE-HONORINE;GARE DE CONFLANS STE HONORINE;Conflans FO;Conflans-Sainte-Honorine;2 Ter Rue Eugène Berrurier 78700 Conflans Ste Honorine;78172; Conflans-Sainte-Honorine;582539;2444350;1;1;1;0;2;4;;2;0
87681007;CORBEIL ESSONNES;CORBEIL ESSONNES;GARE DE CORBEIL ESSONNES;Corbeil;Corbeil-Essonnes;Place Henri Barbusse 91100 Corbeil Essonnes;91174; Corbeil-Essonnes;610134;2401727;1;1;1;1;Pas de CAB;0;;2;0
87381863;CORMEILLES EN PARISIS;CORMEILLES EN PARISIS;GARE DE CORMEILLES EN PARISIS;Cormeilles;Cormeilles-en-Parisis;1 Place Pierre Sémard 95240 Cormeilles en Parisis;95176; Cormeilles-en-Parisis;589514;2441174;1;0;0;0;1;0;;1;0
87116731;COUILLY SAINT-GERMAIN QUINCY;COUILLY SAINT-GERMAIN QUINCY;GARE DE COUILLY ST GERMAIN QUINCY;;Couilly-Saint-Germain-Quincy;Place de la Gare 77860 Saint-Germain-sur-Morin;77413; Saint-Germain-sur-Morin;637980;2431719;0;1;0;0;Pas de CAB;0;;0;0
87116301;COULOMMIERS;COULOMMIERS;GARE DE COULOMMIERS;;Coulommiers;Place du 8 mai 1945 77120 Coulommiers;77131; Coulommiers;654789;2423522;0;1;0;0;Pas de CAB;0;;1;0
87382200;COURBEVOIE;COURBEVOIE;GARE DE COURBEVOIE;Courbevoie;Courbevoie;Rue de Sébastopol 92400 Courbevoie;92026; Courbevoie;593505;2433334;0;1;0;0;Pas de CAB;0;;1;0
87758888;COURCELLE SUR YVETTE;COURCELLE SUR YVETTE;GARE DE COURCELLE SUR YVETTE;;;;91272; Gif-sur-Yvette;582513;2411404;;;;;;;;;1
87116772;CRECY LA CHAPELLE;CRECY LA CHAPELLE;GARE DE CRECY LA CHAPELLE;;Crécy-la-Chapelle;Routes des bouleurs 77580 Crécy-la-Chapelle;77142; Crécy-la-Chapelle;641790;2429174;0;1;0;0;Pas de CAB;0;;1;0
87332965;CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);CREDIT AGRICOLE (DOMMERVILLE);;;;91016;Angerville;574879;2374705;;;;;;;;;0
87276006;CREIL;CREIL;GARE DE CREIL;;;;60175; Creil;609657;2474053;;;;;;;;;0
87271593;CREPY EN VALOIS;CREPY EN VALOIS;GARE DE CREPY EN VALOIS;;;;60176; Crépy-en-Valois;640231;2470526;;;;;;;;;0
87116640;CROUY SUR OURCQ;CROUY SUR OURCQ;GARE DE CROUY SUR OURCQ;;Crouy-sur-Ourcq;Rue du Houssoy 77840 Crouy-sur-Ourcq;77148; Crouy-sur-Ourcq;653092;2455083;0;1;0;1;Pas de CAB;0;;0;0
87271536;DAMMARTIN JUILLY SAINT-MARD;DAMMARTIN JUILLY SAINT-MARD;GARE DE DAMMARTIN JUILLY ST MARD;;Dammartin-Juilly-Saint-Mard;1 place de la gare 77230 Saint-Mard;77420; Saint-Mard;626505;2448270; ;1;0;0;Pas de CAB;0;;1;0
87758631;DENFERT ROCHEREAU;DENFERT ROCHEREAU;DENFERT ROCHEREAU;;;;75114; Paris;599706;2426214;;;;;;;;;1
87276345;DEUIL MONTMAGNY;DEUIL MONTMAGNY;GARE DE DEUIL MONTMAGNY;Deuil Montm.;Deuil-Montmagny;Avenue du Commandant Manoukian;95197; Deuil-la-Barre;600091;2441960;1;1;1;0;Pas de CAB;0;;1;0
87276436;DOMONT;DOMONT;GARE DE DOMONT;Domont;Domont;PLACE DE LA GARE 95330 DOMONT;95199; Domont;600071;2448290;1;1;1;0;2;0;;1;0
87684233;DORDIVES;DORDIVES;GARE DE DORDIVES;;;;45127; Dordives;631704;2349920;;;;;;;;;0
87545525;DOURDAN;DOURDAN;GARE DE DOURDAN;Dourdan;Dourdan;Place Amédée Guénée 91410   Dourdan ;91200; Dourdan;575856;2392813;0;1;0;0;Pas de CAB;0;;0;0
87540179;DOURDAN LA FORET;DOURDAN LA FORET;GARE DE DOURDAN LA FORET;Dourdan La F;Dourdan-la-Forêt;Chemin du Champ de course 91410   Dourdan;91200; Dourdan;574762;2393047;0;0;0;0;Pas de CAB;0;;0;0
87271403;DRANCY;DRANCY;GARE DE DRANCY;Drancy;Drancy;193, Rue Anatole France, 93700 Drancy;93029; Drancy;608697;2437189;1;1;1;1;1;2;2;1;0
87393488;DREUX;DREUX;GARE DE DREUX;;;;28134; Dreux;528915;2415183;;;;;;;;;0
87276394;ECOUEN EZANVILLE;ECOUEN EZANVILLE;GARE D'ECOUEN EZANVILLE;Ecouen Ez.;Ecouen-Ezanville;PLACE DE LA GARE 95440 ECOUEN;95229; Ezanville;601949;2447182;0;1;1;0;1;0;;1;0
